,District Name,nces_id,Dissimilarity,State,Size
157,Kings Canyon Joint Unified,619700,0.2248916133855794,California,2816
536,City of Monroe School District,2201080,0.22427341760991043,Louisiana,2254
974,Orangeburg,4503910,0.2241943788822649,SOUTH CAROLINA,3933
38,Dysart Unified District (4243),402690,0.22281335327514934,Arizona,8275
1085,IRVING ISD,4824420,0.22220522129790388,Texas,9811
352,SARASOTA,1201680,0.2217262553121223,Florida,13360
1126,ROUND ROCK ISD,4838080,0.22150039730382948,Texas,15131
1178,FAUQUIER CO PBLC SCHS,5101320,0.22139759036144574,Virginia,3738
699,LINCOLN PUBLIC SCHOOLS,3172840,0.22095910305247368,Nebraska,12840
1005,Williamson County,4704530,0.22068221762134807,Tennessee,14367
278,Poudre School District R-1,803990,0.22008783113755492,Colorado,8869
724,Hamilton Township Public School District,3406540,0.21990459446384875,New Jersey,3712
564,Washington County Public Schools,2400660,0.21986820407296664,Maryland,6925
617,Waterford School District,2635310,0.21939005874647716,Michigan,2315
332,HILLSBOROUGH,1200870,0.21884844888114613,Florida,63330
1073,GARLAND ISD,4820340,0.21844676224830992,Texas,17271
515,Kenton County,2103090,0.21764564037353606,Kentucky,4439
978,Anderson County,4700090,0.21666434904679607,Tennessee,2198
446,Northfield Twp HSD 225,1729010,0.21646092217135382,Illinois,5132
495,De Soto,2005490,0.21601192161939828,Kansas,2293
1181,HANOVER CO PBLC SCHS,5101830,0.2146684266926039,Virginia,5693
367,Savannah-Chatham County,1301020,0.21458553372592887,Georgia,9261
153,Jefferson Union High,618930,0.2142028902690624,California,3920
528,Caddo Parish,2200300,0.2137078274492251,Louisiana,10682
1164,Salt Lake District,4900870,0.21358053760342482,Utah,7108
784,NYC SPECIAL SCHOOLS - DISTRICT 75,3600135,0.2128652558671836,New York,5693
866,Akron City,3904348,0.21254882648078932,Ohio,6556
637,Minneapolis Public School District,2721240,0.21248085843755163,Minnesota,9796
722,Freehold Regional High School District,3405610,0.21245996648014148,New Jersey,10413
1147,WACO ISD,4844280,0.2121695062526544,Texas,3775
903,Bend-LaPine Administrative SD 1,4101980,0.21163992035747387,Oregon,4784
700,MILLARD PUBLIC SCHOOLS,3173740,0.21110925210004994,NEBRASKA,7476
1114,NORTHSIDE ISD,4833120,0.2108775092756709,Texas,32413
206,Poway Unified,631530,0.21063331964039914,California,11616
442,J S Morton HSD 201,1726880,0.21002321771068713,Illinois,6979
348,PINELLAS,1201560,0.2098575910719694,Florida,29347
10,Elmore County,101290,0.20973714597755413,Alabama,3393
313,Red Clay Consolidated School District,1001300,0.20954369856111082,Delaware,4695
16,Lee County,102070,0.20941622285948386,Alabama,2641
1007,HAYS CISD,4800010,0.2088853565653937,Texas,6766
404,BOISE INDEPENDENT DISTRICT,1600360,0.20858089394674761,Idaho,6107
1113,NORTH EAST ISD,4832940,0.2085388335519311,Texas,20096
1252,Yakima School District,5310110,0.20852804973462175,Washington,5275
500,Olathe,2010140,0.20841655550916882,Kansas,9452
168,Lucia Mar Unified,623080,0.20839392108511579,California,3338
958,Horry 01,4502490,0.20791316428005788,South Carolina,14411
265,Val Verde Unified,691135,0.20755532515549904,California,6591
